_id	Tarih	Omerli	Darlik	Elmali	Terkos	Alibey	Buyukcekmece	Sazlidere	Kazandere	Pabucdere	Istrancalar
2692	2018-05-15T00:00:00	92,72%	93,37%	63,73%	93,98%	90,71%	92,19%	43,88%	100,00%	97,76%	99,99%
2693	2018-05-16T00:00:00	93,05%	93,16%	63,60%	93,59%	90,50%	92,19%	43,45%	100,00%	97,76%	99,99%
2694	2018-05-17T00:00:00	93,14%	92,84%	63,60%	93,21%	90,08%	92,00%	43,24%	100,00%	97,76%	99,99%
2695	2018-05-18T00:00:00	93,22%	92,57%	63,42%	93,02%	89,66%	91,81%	43,04%	100,00%	97,98%	97,90%
2696	2018-05-19T00:00:00	93,38%	92,35%	63,23%	92,83%	89,24%	91,62%	42,85%	100,00%	97,76%	96,00%
2697	2018-05-20T00:00:00	93,55%	92,17%	63,10%	92,44%	88,82%	91,25%	42,72%	100,00%	98,30%	94,34%
2698	2018-05-21T00:00:00	93,55%	91,94%	62,79%	92,06%	88,61%	91,25%	42,72%	100,00%	98,63%	93,23%
2699	2018-05-22T00:00:00	93,63%	91,65%	62,60%	91,68%	88,19%	91,06%	42,59%	100,00%	98,63%	92,10%
2700	2018-05-23T00:00:00	93,71%	91,65%	62,42%	91,30%	87,88%	90,87%	42,53%	100,00%	98,73%	90,85%
2701	2018-05-24T00:00:00	93,22%	91,30%	62,17%	90,92%	87,56%	90,50%	42,53%	100,00%	98,30%	91,56%
2702	2018-05-25T00:00:00	92,89%	91,08%	62,04%	90,72%	87,25%	90,31%	42,10%	100,00%	97,98%	91,26%
2703	2018-05-26T00:00:00	93,05%	90,82%	61,79%	90,34%	86,94%	89,93%	41,93%	100,00%	97,98%	91,05%
2704	2018-05-27T00:00:00	93,22%	90,77%	61,73%	90,15%	86,94%	90,50%	42,01%	100,00%	98,30%	93,82%
2705	2018-05-28T00:00:00	93,30%	90,61%	61,60%	89,96%	87,15%	90,50%	41,93%	100,00%	98,63%	90,08%
2706	2018-05-29T00:00:00	93,47%	90,45%	61,48%	89,40%	86,94%	90,31%	41,77%	100,00%	98,41%	89,62%
2707	2018-05-30T00:00:00	93,55%	90,29%	61,35%	89,21%	86,73%	90,12%	41,52%	100,00%	98,19%	89,19%
2708	2018-05-31T00:00:00	93,47%	90,07%	61,17%	88,83%	86,42%	90,12%	41,37%	100,00%	98,09%	88,76%
2709	2018-01-06T00:00:00	93,55%	89,86%	60,98%	88,45%	86,00%	89,74%	41,29%	100,00%	97,98%	88,16%
2710	2018-02-06T00:00:00	93,71%	89,54%	60,85%	88,07%	85,80%	89,18%	40,98%	100,00%	98,30%	87,56%
2711	2018-03-06T00:00:00	93,71%	89,43%	60,60%	87,69%	85,38%	89,18%	40,75%	100,00%	98,09%	87,01%
2712	2018-04-06T00:00:00	93,80%	89,17%	60,36%	87,32%	85,07%	88,99%	40,54%	100,00%	97,66%	86,14%
2713	2018-05-06T00:00:00	93,88%	88,80%	60,42%	86,94%	84,56%	88,62%	40,32%	100,00%	97,26%	85,41%
2714	2018-06-06T00:00:00	93,96%	88,53%	60,21%	86,75%	84,35%	88,43%	40,11%	100,00%	97,26%	84,28%
2715	2018-07-06T00:00:00	93,88%	88,37%	60,21%	86,38%	83,94%	88,24%	39,97%	100,00%	98,09%	83,22%
2716	2018-08-06T00:00:00	93,88%	88,00%	60,05%	86,19%	83,43%	88,05%	39,77%	100,00%	98,52%	81,42%
2717	2018-09-06T00:00:00	93,80%	87,63%	59,90%	86,00%	83,12%	87,68%	39,57%	99,88%	98,19%	80,33%
2718	2018-10-06T00:00:00	93,71%	87,36%	59,79%	85,82%	82,72%	87,49%	39,20%	99,39%	96,76%	78,90%
2719	2018-11-06T00:00:00	93,38%	87,31%	59,69%	85,63%	82,31%	86,93%	39,01%	99,02%	96,39%	77,76%
2720	2018-12-06T00:00:00	93,22%	87,15%	59,38%	85,44%	81,80%	86,55%	38,95%	98,67%	96,02%	76,09%
2721	2018-06-13T00:00:00	92,97%	86,77%	59,22%	85,07%	81,40%	86,36%	38,83%	98,21%	95,33%	74,54%
2722	2018-06-14T00:00:00	92,89%	86,56%	59,06%	84,88%	80,89%	85,99%	38,69%	97,87%	94,87%	72,77%
2723	2018-06-15T00:00:00	92,48%	86,30%	58,96%	84,69%	80,49%	85,61%	38,53%	97,87%	94,42%	71,49%
2724	2018-06-16T00:00:00	92,31%	85,92%	58,91%	84,51%	80,29%	85,42%	38,30%	97,75%	93,96%	70,21%
2725	2018-06-17T00:00:00	92,15%	85,71%	58,75%	84,69%	79,88%	85,42%	38,06%	97,53%	93,64%	68,76%
2726	2018-06-18T00:00:00	92,15%	85,44%	58,65%	84,69%	79,68%	85,42%	37,98%	97,22%	93,11%	67,31%
2727	2018-06-19T00:00:00	92,15%	85,28%	58,54%	84,51%	79,88%	85,05%	37,98%	97,00%	92,79%	65,60%
2728	2018-06-20T00:00:00	92,07%	84,86%	58,65%	84,51%	79,78%	84,67%	37,76%	96,79%	91,80%	63,86%
2729	2018-06-21T00:00:00	91,82%	84,65%	58,49%	84,32%	79,48%	84,30%	37,61%	96,58%	92,20%	62,09%
2730	2018-06-22T00:00:00	91,58%	84,33%	58,39%	84,13%	79,08%	84,11%	37,46%	96,29%	91,26%	60,21%
2731	2018-06-23T00:00:00	91,50%	84,06%	58,18%	83,95%	78,98%	83,73%	37,24%	95,99%	90,64%	58,33%
2732	2018-06-24T00:00:00	91,33%	83,95%	58,07%	83,58%	78,48%	83,36%	37,10%	95,80%	90,64%	56,12%
2733	2018-06-25T00:00:00	91,17%	83,63%	57,86%	83,20%	78,19%	82,79%	36,76%	95,60%	90,31%	53,86%
2734	2018-06-26T00:00:00	91,09%	83,37%	57,71%	83,02%	77,79%	82,61%	36,55%	95,42%	89,39%	51,54%
2735	2018-06-27T00:00:00	90,84%	83,16%	57,60%	82,83%	77,29%	82,42%	36,42%	95,60%	88,95%	50,31%
2736	2018-06-28T00:00:00	90,92%	82,89%	59,38%	83,02%	77,79%	82,61%	36,69%	98,21%	91,35%	51,76%
2737	2018-06-29T00:00:00	90,76%	82,57%	59,43%	82,83%	77,79%	82,04%	36,76%	100,00%	91,35%	53,89%
2738	2018-06-30T00:00:00	90,84%	82,20%	59,38%	82,65%	77,69%	82,04%	36,49%	100,00%	90,99%	52,18%
2739	2018-01-07T00:00:00	90,68%	81,83%	59,22%	82,46%	77,39%	82,04%	36,30%	100,00%	90,99%	51,58%
2740	2018-02-07T00:00:00	90,60%	81,67%	59,06%	82,09%	77,09%	81,48%	36,04%	100,00%	90,89%	51,46%
2741	2018-03-07T00:00:00	90,44%	81,35%	58,85%	82,28%	76,70%	81,29%	35,98%	99,76%	90,81%	50,73%
2742	2018-04-07T00:00:00	90,35%	80,92%	58,80%	82,09%	76,30%	81,10%	35,74%	99,63%	90,39%	48,87%
2743	2018-05-07T00:00:00	90,03%	80,50%	58,70%	81,91%	76,01%	80,54%	35,57%	99,51%	89,61%	46,57%
2744	2018-06-07T00:00:00	89,81%	80,18%	58,49%	81,54%	75,52%	80,35%	35,33%	99,51%	88,84%	43,77%
2745	2018-07-07T00:00:00	89,59%	79,96%	58,33%	81,35%	75,13%	80,16%	35,18%	99,39%	88,42%	42,92%
2746	2018-08-07T00:00:00	89,30%	79,59%	58,23%	80,80%	74,74%	79,60%	35,03%	99,39%	88,22%	42,55%
2747	2018-09-07T00:00:00	88,95%	79,22%	58,07%	80,62%	74,35%	79,41%	34,64%	99,15%	88,11%	43,10%
2748	2018-10-07T00:00:00	88,59%	79,01%	57,92%	80,25%	73,86%	78,85%	34,50%	99,02%	88,11%	43,48%
2749	2018-11-07T00:00:00	88,17%	78,74%	57,76%	79,70%	73,57%	78,66%	34,28%	98,78%	88,01%	43,70%
2750	2018-12-07T00:00:00	87,77%	78,37%	57,71%	79,15%	73,08%	78,10%	33,93%	98,55%	87,90%	44,43%
2751	2018-07-13T00:00:00	87,37%	77,94%	57,50%	78,78%	72,70%	77,91%	33,72%	98,32%	87,90%	45,25%
2752	2018-07-14T00:00:00	86,97%	77,84%	57,40%	78,42%	72,31%	77,53%	33,46%	98,10%	87,81%	46,04%
2753	2018-07-15T00:00:00	86,65%	77,52%	57,19%	78,05%	71,93%	77,35%	33,33%	97,87%	87,81%	46,65%
2754	2018-07-16T00:00:00	86,41%	77,04%	56,77%	77,51%	71,45%	76,97%	33,07%	97,64%	87,71%	47,27%
2755	2018-07-17T00:00:00	86,09%	76,66%	56,51%	76,96%	71,26%	76,78%	32,95%	97,53%	87,61%	47,82%
2756	2018-07-18T00:00:00	85,62%	76,50%	56,41%	76,60%	71,16%	76,41%	32,64%	97,43%	87,61%	48,37%
2757	2018-07-19T00:00:00	85,46%	76,24%	56,56%	76,05%	70,97%	76,22%	32,53%	97,32%	87,52%	48,31%
2758	2018-07-20T00:00:00	85,30%	75,97%	56,35%	75,69%	70,68%	75,65%	32,13%	97,22%	87,42%	49,28%
2759	2018-07-21T00:00:00	84,91%	76,40%	56,15%	75,15%	70,40%	75,47%	32,19%	97,22%	87,42%	50,21%
2760	2018-07-22T00:00:00	84,67%	75,65%	55,94%	74,97%	70,30%	75,10%	32,02%	97,22%	87,32%	50,65%
2761	2018-07-23T00:00:00	84,43%	75,28%	55,78%	74,43%	69,92%	74,92%	31,73%	97,22%	87,13%	51,13%
2762	2018-07-24T00:00:00	84,51%	75,17%	55,99%	74,07%	69,64%	74,73%	31,58%	97,64%	86,94%	52,27%
2763	2018-07-25T00:00:00	84,43%	75,44%	56,25%	74,07%	69,73%	74,73%	31,51%	98,21%	86,49%	52,75%
2764	2018-07-26T00:00:00	84,51%	75,12%	56,51%	73,89%	69,83%	74,73%	31,58%	98,21%	86,04%	53,38%
2765	2018-07-27T00:00:00	84,59%	74,70%	56,72%	73,53%	69,73%	74,55%	31,36%	98,21%	85,64%	53,97%
2766	2018-07-28T00:00:00	84,75%	74,54%	56,77%	73,17%	69,64%	75,10%	31,22%	98,10%	85,23%	54,10%
2767	2018-07-29T00:00:00	85,06%	74,16%	56,77%	72,82%	69,26%	74,92%	31,01%	98,10%	84,90%	54,46%
2768	2018-07-30T00:00:00	84,83%	73,95%	56,77%	72,64%	69,26%	74,37%	30,88%	98,10%	84,90%	54,81%
2769	2018-07-31T00:00:00	84,67%	73,58%	56,72%	72,28%	68,88%	74,18%	30,67%	98,10%	84,90%	55,25%
2770	2018-01-08T00:00:00	84,43%	73,31%	56,72%	71,92%	68,50%	74,00%	30,48%	98,10%	84,68%	55,83%
2771	2018-02-08T00:00:00	84,20%	73,05%	56,72%	71,39%	68,31%	73,63%	30,29%	98,10%	85,39%	58,07%
2772	2018-03-08T00:00:00	84,04%	72,51%	56,72%	70,86%	67,94%	73,26%	30,03%	99,39%	85,88%	58,59%
2773	2018-04-08T00:00:00	83,80%	72,19%	56,67%	70,32%	67,75%	72,71%	29,85%	99,76%	86,04%	59,06%
2774	2018-05-08T00:00:00	83,65%	71,82%	56,61%	69,79%	67,38%	72,35%	29,73%	99,76%	85,96%	59,44%
2775	2018-06-08T00:00:00	83,33%	71,45%	56,56%	69,44%	67,00%	72,16%	29,56%	99,76%	85,88%	59,81%
2776	2018-07-08T00:00:00	83,18%	71,18%	56,51%	69,09%	66,63%	71,61%	29,44%	99,63%	85,72%	59,99%
2777	2018-08-08T00:00:00	82,79%	70,92%	56,46%	68,73%	66,35%	71,25%	29,27%	99,63%	85,55%	60,30%
2778	2018-09-08T00:00:00	82,39%	70,44%	56,41%	68,21%	66,07%	71,06%	29,17%	99,63%	85,55%	60,96%
2779	2018-10-08T00:00:00	82,16%	70,33%	56,30%	67,68%	65,79%	70,51%	28,90%	99,39%	85,31%	61,14%
2780	2018-11-08T00:00:00	81,85%	69,75%	56,20%	67,33%	65,42%	69,96%	28,61%	99,15%	84,46%	60,91%
2781	2018-12-08T00:00:00	81,38%	69,43%	55,99%	66,98%	64,87%	69,59%	27,91%	98,78%	83,62%	59,19%
2782	2018-08-13T00:00:00	80,84%	69,37%	55,94%	66,45%	64,50%	69,23%	27,76%	98,44%	82,54%	58,20%
2783	2018-08-14T00:00:00	80,22%	69,16%	55,83%	66,28%	64,23%	69,04%	27,54%	97,87%	81,72%	57,46%
2784	2018-08-15T00:00:00	79,68%	68,95%	55,78%	65,93%	64,04%	68,68%	27,32%	97,43%	81,12%	56,50%
2785	2018-08-16T00:00:00	79,07%	68,79%	55,73%	65,76%	63,68%	68,13%	26,98%	96,90%	80,64%	55,87%
2786	2018-08-17T00:00:00	78,53%	68,63%	55,68%	65,58%	63,22%	67,94%	26,71%	96,39%	79,94%	55,11%
2787	2018-08-18T00:00:00	77,92%	68,47%	55,63%	65,41%	63,04%	67,58%	26,52%	95,42%	79,21%	54,27%
2788	2018-08-19T00:00:00	77,38%	68,26%	55,57%	65,06%	62,77%	67,21%	26,39%	94,71%	78,90%	53,38%
2789	2018-08-20T00:00:00	76,93%	67,83%	55,47%	64,72%	62,58%	66,84%	26,27%	94,02%	77,94%	52,52%
2790	2018-08-21T00:00:00	76,39%	67,67%	55,36%	64,54%	62,13%	66,48%	26,27%	93,56%	77,30%	51,63%
2791	2018-08-22T00:00:00	75,86%	67,46%	55,21%	64,20%	61,95%	66,11%	26,14%	93,02%	76,87%	50,64%
2792	2018-08-23T00:00:00	75,33%	67,09%	55,10%	63,85%	61,86%	65,74%	25,96%	92,48%	76,30%	50,48%
2793	2018-08-24T00:00:00	74,81%	66,87%	54,95%	63,68%	61,59%	65,38%	25,90%	91,98%	75,61%	49,99%
2794	2018-08-25T00:00:00	74,28%	66,82%	54,79%	63,50%	61,32%	65,01%	25,78%	91,68%	74,67%	48,90%
2795	2018-08-26T00:00:00	73,83%	66,50%	54,69%	63,33%	60,87%	64,64%	25,67%	91,48%	73,79%	48,06%
2796	2018-08-27T00:00:00	73,23%	66,08%	54,53%	62,99%	60,69%	64,46%	25,49%	91,02%	73,15%	47,69%
2797	2018-08-28T00:00:00	72,86%	66,18%	54,43%	62,64%	60,42%	64,27%	25,29%	90,39%	72,45%	47,44%
2798	2018-08-29T00:00:00	72,26%	65,86%	54,32%	62,30%	60,06%	63,91%	25,08%	89,72%	72,20%	46,12%
2799	2018-08-30T00:00:00	71,74%	65,60%	54,22%	61,96%	59,71%	63,54%	24,94%	89,16%	71,80%	45,00%
2800	2018-08-31T00:00:00	71,15%	65,49%	54,11%	61,79%	59,35%	63,36%	24,45%	88,61%	71,33%	45,45%
2801	2018-01-09T00:00:00	70,63%	65,28%	54,01%	61,44%	58,99%	62,81%	24,19%	88,10%	70,74%	45,86%
2802	2018-02-09T00:00:00	70,12%	65,06%	53,91%	61,10%	58,64%	62,44%	23,87%	87,58%	70,03%	46,17%
2803	2018-03-09T00:00:00	69,53%	64,91%	53,85%	60,76%	58,29%	62,26%	23,55%	87,10%	69,08%	46,61%
2804	2018-04-09T00:00:00	68,95%	64,64%	53,80%	60,59%	57,93%	61,89%	23,26%	86,63%	68,12%	47,01%
2805	2018-05-09T00:00:00	68,36%	64,48%	53,70%	60,25%	57,58%	61,52%	23,03%	86,18%	67,39%	47,43%
2806	2018-06-09T00:00:00	68,07%	64,21%	53,65%	59,91%	57,23%	61,34%	22,86%	85,58%	66,78%	47,71%
2807	2018-07-09T00:00:00	67,49%	64,48%	53,59%	59,40%	56,79%	61,15%	22,70%	85,18%	66,17%	47,97%
2808	2018-08-09T00:00:00	66,98%	64,21%	53,54%	59,23%	56,62%	60,97%	22,65%	84,72%	65,77%	48,27%
2809	2018-09-09T00:00:00	66,62%	64,16%	53,49%	59,06%	56,18%	60,60%	22,70%	84,09%	65,30%	48,38%
2810	2018-10-09T00:00:00	66,26%	64,05%	53,44%	58,72%	55,84%	60,42%	22,59%	83,68%	65,11%	48,66%
2811	2018-11-09T00:00:00	65,83%	63,79%	53,39%	58,55%	55,49%	60,05%	22,49%	83,19%	64,38%	48,74%
2812	2018-12-09T00:00:00	65,90%	63,79%	53,39%	58,38%	55,14%	59,69%	22,27%	82,80%	64,38%	48,43%
2813	2018-09-13T00:00:00	65,69%	63,63%	53,33%	59,06%	54,89%	59,32%	22,07%	82,07%	63,30%	48,26%
2814	2018-09-14T00:00:00	65,54%	63,63%	53,44%	59,57%	55,32%	59,50%	22,49%	81,64%	63,54%	49,62%
2815	2018-09-15T00:00:00	65,76%	63,63%	55,73%	59,74%	55,84%	60,05%	22,49%	81,55%	63,54%	53,07%
2816	2018-09-16T00:00:00	65,69%	63,26%	58,85%	59,40%	55,92%	59,87%	22,38%	81,30%	63,14%	53,64%
2817	2018-09-17T00:00:00	65,47%	63,26%	60,60%	59,23%	55,66%	59,69%	22,27%	80,98%	62,99%	53,49%
2818	2018-09-18T00:00:00	65,26%	63,18%	60,48%	58,89%	55,40%	59,32%	22,14%	80,59%	62,39%	51,80%
2819	2018-09-19T00:00:00	65,11%	63,11%	60,67%	58,55%	55,06%	59,14%	21,56%	80,36%	61,68%	50,66%
2820	2018-09-20T00:00:00	64,75%	62,93%	60,42%	58,21%	54,71%	58,95%	21,32%	79,88%	61,01%	49,28%
2821	2018-09-21T00:00:00	64,40%	62,89%	60,21%	57,88%	54,37%	58,59%	21,14%	79,40%	60,45%	48,35%
2822	2018-09-22T00:00:00	64,11%	62,74%	60,00%	57,71%	54,03%	58,22%	20,86%	78,95%	59,93%	47,72%
2823	2018-09-23T00:00:00	63,69%	62,59%	59,79%	57,37%	53,60%	58,04%	20,74%	78,50%	59,55%	47,29%
2824	2018-09-24T00:00:00	63,33%	62,41%	59,58%	57,20%	53,26%	57,85%	20,52%	78,09%	58,89%	46,88%
2825	2018-09-25T00:00:00	62,83%	62,26%	59,32%	57,04%	52,83%	57,85%	20,11%	77,67%	58,89%	46,89%
2826	2018-09-26T00:00:00	62,76%	62,01%	59,01%	56,70%	52,41%	57,30%	19,95%	77,29%	58,19%	46,79%
2827	2018-09-27T00:00:00	62,62%	61,93%	59,90%	56,20%	52,49%	56,58%	19,86%	76,90%	57,83%	48,71%
2828	2018-09-28T00:00:00	62,62%	61,90%	60,10%	56,03%	52,07%	56,23%	19,76%	76,55%	57,27%	47,48%
2829	2018-09-29T00:00:00	62,55%	61,93%	60,00%	56,03%	51,90%	56,23%	19,72%	76,01%	56,30%	47,06%
2830	2018-09-30T00:00:00	62,27%	61,75%	60,00%	56,03%	52,07%	56,05%	19,53%	75,33%	56,30%	46,81%
2831	2018-01-10T00:00:00	63,69%	61,75%	62,10%	56,53%	53,51%	55,87%	19,53%	74,79%	55,61%	58,51%
2832	2018-02-10T00:00:00	63,40%	61,60%	62,23%	56,36%	53,51%	55,70%	19,53%	74,61%	55,90%	67,61%
2833	2018-03-10T00:00:00	63,33%	61,31%	62,54%	56,20%	53,34%	55,52%	19,35%	74,52%	57,62%	76,58%
2834	2018-04-10T00:00:00	62,98%	61,16%	62,23%	56,03%	53,17%	55,34%	19,06%	74,88%	57,47%	69,13%
2835	2018-05-10T00:00:00	62,83%	61,05%	61,85%	55,86%	52,75%	55,34%	19,00%	74,88%	57,34%	67,40%
2836	2018-06-10T00:00:00	62,62%	60,79%	61,73%	55,53%	52,66%	54,99%	18,83%	74,88%	56,87%	65,78%
2837	2018-07-10T00:00:00	62,34%	60,65%	61,42%	55,36%	52,41%	54,63%	18,66%	74,88%	55,90%	64,33%
2838	2018-08-10T00:00:00	61,99%	60,57%	61,23%	55,19%	51,99%	54,45%	18,39%	74,61%	55,23%	61,69%
2839	2018-09-10T00:00:00	61,57%	60,39%	61,04%	55,03%	51,99%	54,28%	18,08%	74,34%	55,01%	58,93%
2840	2018-10-10T00:00:00	61,22%	60,35%	60,54%	54,69%	51,56%	53,92%	18,08%	74,09%	54,71%	51,18%
2841	2018-11-10T00:00:00	60,86%	60,17%	60,42%	54,53%	51,40%	53,92%	17,98%	73,84%	54,29%	53,78%
2842	2018-12-10T00:00:00	60,38%	59,99%	60,26%	55,69%	51,56%	54,10%	17,83%	73,68%	54,02%	53,29%
2843	2018-10-13T00:00:00	59,96%	59,84%	60,00%	56,03%	51,82%	54,81%	17,73%	73,51%	53,89%	59,58%
2844	2018-10-14T00:00:00	59,68%	59,66%	59,84%	56,20%	55,06%	57,67%	17,93%	73,93%	53,62%	59,78%
2845	2018-10-15T00:00:00	59,40%	59,36%	59,74%	55,86%	55,06%	57,85%	17,93%	73,93%	53,37%	59,68%
2846	2018-10-16T00:00:00	59,21%	59,29%	59,48%	55,86%	54,89%	57,67%	17,78%	73,68%	53,07%	59,71%
2847	2018-10-17T00:00:00	58,96%	59,18%	59,22%	55,53%	54,89%	57,67%	17,59%	73,51%	52,77%	60,09%
2848	2018-10-18T00:00:00	58,68%	59,10%	59,22%	55,36%	54,71%	57,48%	17,55%	73,36%	52,44%	59,87%
2849	2018-10-19T00:00:00	58,32%	59,03%	59,17%	55,36%	54,54%	57,48%	17,45%	73,20%	51,88%	58,61%
2850	2018-10-20T00:00:00	57,81%	58,96%	58,96%	55,19%	54,28%	57,12%	17,19%	72,97%	51,81%	58,75%
2851	2018-10-21T00:00:00	57,61%	58,77%	58,91%	54,86%	54,03%	57,12%	17,02%	72,82%	51,38%	56,65%
2852	2018-10-22T00:00:00	57,33%	58,66%	58,96%	54,69%	53,86%	56,76%	17,06%	72,82%	51,31%	54,86%
2853	2018-10-23T00:00:00	57,20%	58,66%	59,43%	54,53%	53,77%	56,58%	16,76%	72,67%	51,24%	53,30%
2854	2018-10-24T00:00:00	56,79%	58,48%	58,54%	54,36%	53,43%	56,58%	16,76%	72,18%	50,38%	51,20%
2855	2018-10-25T00:00:00	56,58%	58,30%	56,93%	54,20%	53,09%	56,23%	16,34%	71,93%	50,25%	48,06%
2856	2018-10-26T00:00:00	56,44%	58,37%	55,83%	53,86%	52,83%	56,05%	16,24%	71,93%	50,20%	43,38%
2857	2018-10-27T00:00:00	56,24%	58,19%	55,89%	53,53%	52,83%	55,70%	16,14%	71,93%	50,14%	40,52%
2858	2018-10-28T00:00:00	56,17%	58,04%	53,23%	53,37%	52,58%	55,52%	15,94%	71,83%	49,96%	34,89%
2859	2018-10-29T00:00:00	55,90%	57,89%	53,07%	53,04%	52,24%	55,52%	15,81%	71,83%	49,61%	27,46%
2860	2018-10-30T00:00:00	55,63%	57,74%	52,66%	52,87%	51,99%	55,34%	15,67%	71,73%	49,23%	27,43%
2861	2018-10-31T00:00:00	55,02%	57,67%	52,19%	52,71%	51,73%	55,16%	15,48%	71,73%	48,97%	27,25%
2862	2018-01-11T00:00:00	54,75%	57,45%	52,03%	52,54%	51,48%	54,99%	15,27%	71,73%	48,76%	26,80%
2863	2018-02-11T00:00:00	54,41%	57,23%	51,25%	52,21%	51,31%	54,81%	15,06%	71,62%	48,33%	26,30%
2864	2018-03-11T00:00:00	54,28%	57,01%	51,20%	51,88%	51,14%	54,45%	15,06%	71,52%	47,72%	25,90%
2865	2018-04-11T00:00:00	54,01%	56,86%	50,99%	51,72%	50,89%	54,63%	14,94%	71,21%	47,03%	25,33%
2866	2018-05-11T00:00:00	53,74%	56,57%	50,89%	51,39%	50,64%	54,10%	14,67%	70,71%	46,68%	25,10%
2867	2018-06-11T00:00:00	53,41%	56,31%	50,57%	51,23%	50,31%	54,10%	14,57%	70,23%	46,19%	24,73%
2868	2018-07-11T00:00:00	53,20%	56,13%	50,31%	50,90%	50,06%	53,92%	14,38%	69,77%	45,69%	24,32%
2869	2018-08-11T00:00:00	53,00%	55,98%	50,10%	50,74%	49,81%	53,74%	14,28%	69,14%	45,14%	23,87%
2870	2018-09-11T00:00:00	52,60%	55,83%	50,00%	50,57%	49,48%	53,39%	14,00%	68,48%	44,87%	23,57%
2871	2018-10-11T00:00:00	52,34%	55,54%	49,79%	50,41%	49,31%	53,21%	13,87%	67,70%	44,42%	23,96%
2872	2018-11-11T00:00:00	52,14%	55,43%	49,43%	50,25%	49,07%	53,03%	13,69%	66,76%	43,99%	22,88%
2873	2018-12-11T00:00:00	52,01%	55,17%	49,22%	50,08%	48,82%	52,85%	13,56%	65,63%	43,88%	22,23%
2874	2018-11-13T00:00:00	51,81%	54,95%	49,22%	49,59%	48,57%	52,68%	13,39%	64,38%	43,54%	22,10%
2875	2018-11-14T00:00:00	51,61%	54,80%	49,11%	49,59%	48,33%	52,50%	13,15%	63,40%	42,77%	21,15%
2876	2018-11-15T00:00:00	51,41%	54,62%	49,01%	49,76%	48,08%	52,50%	13,08%	62,30%	41,64%	19,57%
2877	2018-11-16T00:00:00	51,41%	54,62%	50,57%	50,57%	49,73%	53,03%	13,08%	61,42%	41,51%	20,17%
2878	2018-11-17T00:00:00	52,07%	55,25%	53,49%	50,41%	49,73%	53,39%	13,00%	61,17%	41,21%	25,61%
2879	2018-11-18T00:00:00	52,21%	55,50%	53,59%	50,57%	49,73%	53,03%	13,08%	60,92%	40,64%	28,67%
2880	2018-11-19T00:00:00	52,27%	55,58%	54,01%	50,74%	49,81%	52,85%	13,04%	60,60%	40,86%	32,60%
2881	2018-11-20T00:00:00	52,40%	56,16%	56,35%	51,39%	50,14%	53,92%	13,08%	60,44%	43,27%	48,04%
2882	2018-11-21T00:00:00	52,54%	56,46%	56,77%	51,55%	50,39%	54,10%	13,31%	60,29%	42,70%	59,55%
2883	2018-11-22T00:00:00	52,54%	56,64%	56,88%	51,39%	50,39%	54,28%	13,23%	60,29%	42,56%	63,45%
2884	2018-11-23T00:00:00	52,54%	56,72%	57,03%	53,53%	50,39%	54,45%	13,15%	60,60%	43,99%	87,89%
2885	2018-11-24T00:00:00	52,54%	56,97%	57,08%	53,86%	50,23%	54,28%	13,15%	60,52%	44,24%	97,23%
2886	2018-11-25T00:00:00	52,54%	56,97%	56,93%	54,03%	50,06%	54,45%	13,23%	60,60%	43,71%	93,64%
2887	2018-11-26T00:00:00	52,87%	57,19%	56,93%	54,20%	49,89%	54,10%	13,15%	60,60%	43,06%	87,42%
2888	2018-11-27T00:00:00	53,47%	57,27%	57,24%	54,20%	51,14%	54,10%	13,08%	60,37%	42,63%	85,13%
2889	2018-11-28T00:00:00	53,47%	57,34%	57,34%	54,36%	52,92%	54,45%	13,15%	60,22%	44,61%	82,04%
2890	2018-11-29T00:00:00	54,08%	57,63%	60,05%	57,88%	56,53%	58,95%	13,82%	69,14%	54,15%	99,84%
2891	2018-11-30T00:00:00	56,24%	59,88%	64,92%	60,59%	60,33%	61,34%	15,36%	72,04%	55,90%	99,99%
2892	2018-01-12T00:00:00	58,24%	62,15%	69,23%	61,44%	63,77%	62,26%	16,14%	74,34%	56,68%	99,90%
2893	2018-02-12T00:00:00	58,82%	62,89%	70,29%	61,96%	65,79%	62,81%	16,71%	75,24%	57,00%	99,74%
2894	2018-03-12T00:00:00	59,11%	63,22%	70,60%	62,13%	66,91%	62,99%	16,92%	75,72%	56,87%	97,74%
2895	2018-04-12T00:00:00	59,54%	63,52%	70,73%	62,30%	67,38%	63,17%	17,06%	76,01%	56,74%	95,27%
2896	2018-05-12T00:00:00	60,10%	63,68%	70,85%	62,30%	67,47%	63,54%	17,06%	76,10%	57,14%	90,27%
2897	2018-06-12T00:00:00	63,40%	69,96%	74,48%	62,99%	68,13%	64,64%	17,28%	74,18%	58,05%	86,77%
2898	2018-07-12T00:00:00	66,26%	74,38%	75,17%	63,16%	70,40%	64,64%	17,59%	76,90%	58,19%	83,23%
2899	2018-08-12T00:00:00	66,98%	75,49%	75,48%	63,16%	70,87%	64,27%	18,03%	76,83%	57,40%	81,79%
2900	2018-09-12T00:00:00	67,49%	75,87%	75,85%	63,16%	70,87%	64,46%	18,13%	76,83%	56,93%	77,56%
2901	2018-10-12T00:00:00	68,07%	76,19%	76,35%	63,33%	71,26%	64,64%	18,18%	77,13%	56,49%	69,31%
2902	2018-11-12T00:00:00	70,63%	78,37%	84,27%	65,41%	75,52%	66,29%	19,17%	77,36%	56,55%	78,76%
